Rank,Publication ID,DOI,PMID,PMCID,Title,Abstract,Acknowledgements,Funding,Source title,Anthology title,Book editors,MeSH terms,Publication date,PubYear,Publication date (online),Publication date (print),Volume,Issue,Pagination,Open Access,Publication Type,Authors,Authors (Raw Affiliation),Corresponding Authors,Authors Affiliations,Times cited,Recent citations,RCR,FCR,Source Linkout,Dimensions URL,Fields of Research (ANZSRC 2020),Sustainable Development Goals
2657,pub.1135872219,10.1016/j.tourman.2021.104307,36345489,PMC9630659,Crisis management research (1985É??2020) in the hospitality and tourism industry: A review and research agenda,"The global tourism industry has already suffered an enormous loss due to COVID-19 (Coronavirus Disease 2019) in 2020. Crisis management, including disaster management and risk management, has been becoming a hot topic for organisations in the hospitality and tourism industry. This study aims to investigate relevant research domains in the hospitality and tourism industry context. To understand how crisis management practices have been adopted in the industry, the authors reviewed 512 articles including 79 papers on COVID-19, spanning 36 years, between 1985 and 2020. The findings showed that the research focus of crisis management, crisis impact and recovery, as well as risk management, risk perception and disaster management dominated mainstream crisis management research. Look back the past decade (2010 to present), health-related crisis (including COVID-19), social media, political disturbances and terrorism themes are the biggest trends. This paper proposed a new conceptual framework for future research agenda of crisis management in the hospitality and tourism industry. Besides, ten possible further research areas were also suggested in a TCM (theory-context-method) model: the theories of crisis prevention and preparedness, risk communication, crisis management education and training, risk assessment, and crisis events in the contexts of COVID-19, data privacy in hospitality and tourism, political-related crisis events, digital media, and alternative analytical methods and approaches. In addition, specific research questions in these future research areas were also presented in this paper.",Declaration of competing interest We declare that there is no potential conflict of interest,,Tourism Management,,,,44258,2021,44258,2021-08,85,,104307,All OA; Green,Article,"Wut, Tai Ming; Xu, Jing Bill; Wong, Shun-Mun","Wut, Tai Ming (School of Professional Education and Executive Development, The Hong Kong Polytechnic University, HKSAR, Hong Kong, China.); Xu, Jing Bill (School of Professional Education and Executive Development, The Hong Kong Polytechnic University, HKSAR, Hong Kong, China.); Wong, Shun-Mun (School of Professional Education and Executive Development, The Hong Kong Polytechnic University, HKSAR, Hong Kong, China.)","Wut, Tai Ming (Hong Kong Polytechnic University)","Wut, Tai Ming (Hong Kong Polytechnic University); Xu, Jing Bill (Hong Kong Polytechnic University); Wong, Shun-Mun (Hong Kong Polytechnic University)",173,151,2.96,104.51,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9630659,https://app.dimensions.ai/details/publication/pub.1135872219,"35 Commerce, Management, Tourism and Services; 3504 Commercial Services; 3506 Marketing; 3508 Tourism","16 Peace, Justice and Strong Institutions"
2647,pub.1146599159,10.1016/j.scitotenv.2022.154718,35353981,,"RE: Hayes K, Megson D, Doyle A, O'Sullivan G. Occupational risk of organophosphates and other chemical and radiative exposure in the aircraft cabin: A systematic review. Sci Total Environ. 2021 Nov 20;796:148742. http://doi:10.1016/j.scitotenv.2021.148742. Epub 2021 Jun 28. PMID: 34375198.",,Declaration of competing interest None.,,The Science of The Total Environment,,,Aircraft; Occupational Exposure; Organophosphates; Radiation Exposure,44647,2022,44647,2022-07,831,,154718,Closed,Article,"Anderson, Judith; Michaelis, Susan","Anderson, Judith (Association of Flight Attendants-CWA, Air Safety, Health, and Security Department, 501 3rd Street NW, Washington, DC 20001, USA. Electronic address: judith@afanet.org.); Michaelis, Susan (University of Stirling, c/o 2nd Floor, Afon Building, Worthing Road, Horsham, West Sussex RH12 1TL, England, United Kingdom. Electronic address: susan@susanmichaelis.com.)","Anderson, Judith (Association of Flight Attendants-CWA, Air Safety, Health, and Security Department, 501 3rd Street NW, Washington, DC 20001, USA. Electronic address: judith@afanet.org.)","Anderson, Judith (Association of Flight Attendants-CWA, Air Safety, Health, and Security Department, 501 3rd Street NW, Washington, DC 20001, USA. Electronic address: judith@afanet.org.); Michaelis, Susan (University of Stirling)",0,0,,0,,https://app.dimensions.ai/details/publication/pub.1146599159,"35 Commerce, Management, Tourism and Services; 3505 Human Resources and Industrial Relations",
2634,pub.1142565556,10.1016/j.jimonfin.2021.102555,36540193,PMC9756390,Central bank swap arrangements in the COVID-19 crisis,"Facing acute strains in the offshore dollar funding markets during the COVID-19 crisis, the Federal Reserve (Fed) provided US dollar liquidity to the global economy by reactivating or enhancing swap arrangements with other central banks and establishing a new repo facility for financial institutions and monetary authorities (FIMA). This paper assesses motivations for the Fed liquidity lines, and the effects and spillovers of US dollar auctions by central banks using these lines. We find that the access to the Fed liquidity arrangements was driven by the recipient economies' close financial and trade ties with the US. Access to dollar liquidity also reflected global trade exposure. We find that announcements of expansion of Fed liquidity facilities or of auctions using these facilities led to appreciation of partner currencies against the US dollar and reduced these currencies' deviations from covered interest parity (CIP). Dollar auctions by major central banks (BoE, ECB, BoJ and SNB) had spillovers: they led to temporary appreciation of other currencies against the US dollar, reduced CIP deviations, and persistently reduced sovereign bond yields of other economies. However, dollar auctions done by non-major central banks with access to Fed facilities did not have a meaningful impact on key domestic financial variables. The impact of major central bank auctions does not differ by the economies' financial or trade links with the US or their balance sheet currency exposure, i.e. the major central bank auctions benefitted even the more vulnerable economies.","We would like to thank Apoorv Bhargava, Ricardo Cervantes, and Chau Nguyen for excellent research assistance. Insightful comments by Galina Hale and the participants of the JIMF SI É??Financial Globalization and De-GlobalizationÉ?ù conference, May 3-4, 2021 are gratefully acknowledged. We also appreciate the Latin American Reserve Fund (FLAR) for sharing with us the data on the currency shares in FX reserves for Latin American countries. We also thank Robert McCauley, Silvio Costa, Vassili Bazinas, Martin Kaufman, Gaston Gelos, Can Sever, Jeromin Zettelmeyer, participants at FLAR webinar in May 2021, and at two IMF seminars for useful comments and suggestions. The views expressed in the paper are those of the authors, and do not necessarily represent the views of the International Monetary Fund, its Executive Board, IMF management or the NBER.",,Journal of International Money and Finance,,,,44514,2021,44514,2022-04,122,,102555,All OA; Green,Article,"Aizenman, Joshua; Ito, Hiro; Pasricha, Gurnain Kaur","Aizenman, Joshua (Dockson Chair in Economics and International Relations, University of Southern California, University Park, Los Angeles, CA 90089-0043, United States.); Ito, Hiro (Department of Economics, Portland State University, 506 SW Mill Street, Urban Center Building #450, Portland, OR 97201, United States.); Pasricha, Gurnain Kaur (Monetary and Capital Markets Department, International Monetary Fund, 700 19 ST NW, Washington, DC 20431, United States.)","Ito, Hiro (Portland State University)","Aizenman, Joshua (University of Southern California); Ito, Hiro (Portland State University); Pasricha, Gurnain Kaur (International Monetary Fund)",26,21,0.14,15.8,https://pdxscholar.library.pdx.edu/cgi/viewcontent.cgi?article=1154&context=econ_fac,https://app.dimensions.ai/details/publication/pub.1142565556,"35 Commerce, Management, Tourism and Services; 3502 Banking, Finance and Investment; 38 Economics; 3801 Applied Economics; 3802 Econometrics",8 Decent Work and Economic Growth
2620,pub.1139586189,10.3390/ijerph18147290,34299741,PMC8307607,On What Could Chinese Mining Enterprises Achieve High-Level Environmental Performance?É??Based on the fsQCA Method,"Enterprise environmental performance has causal complexity. The purpose of this paper is to discover the possible combination of conditions for enterprises to achieve high environmental performance. Based on the resource dependence theory, stakeholder theory, and externality theory, this paper constructs the theoretical framework of enterprise environmental performance evaluation and applies the fsQCA method to study the major influencing factors and mechanism of the environmental performance of listed enterprises in the Chinese mining industry. Based on the data from 2016 to 2019, the results show that there are four configurations of multiple factors leading to high environmental performance. Based on these configurations, three possible paths, internally driven, internally-externally driven, and externally driven, are established to improve environmental performance. Further, we also find that, between profitability and government regulation and between enterprise size and board independence are interchangeable condition variables; public attention outweighs other factors for Chinese mining enterprises. Countermeasures and suggestions from perspectives of government supervision, public concern, and enterprise internal governance are proposed at the end the study.",,This research was funded by the National Natural Science Foundation of China (41701617).,International Journal of Environmental Research and Public Health,,Paul B. Tchounwou,China; Government; Government Regulation; Health Services; Humans,44384,2021,44384,,18,14,7290,All OA; Gold,Article,"Gao, Zhengjie; He, Dayi; Niu, Shuaifang","Gao, Zhengjie (School of Economics and Management, China University of Geosciences, Beijing 100083, China;, 2007190071@cugb.edu.cn, (Z.G.);, 2007200064@cugb.edu.cn, (S.N.); Key Laboratory of Carrying Capacity Assessment for Resource and Environment, Ministry of Natural Resources, Beijing 100083, China); He, Dayi (School of Economics and Management, China University of Geosciences, Beijing 100083, China;, 2007190071@cugb.edu.cn, (Z.G.);, 2007200064@cugb.edu.cn, (S.N.); Key Laboratory of Carrying Capacity Assessment for Resource and Environment, Ministry of Natural Resources, Beijing 100083, China); Niu, Shuaifang (School of Economics and Management, China University of Geosciences, Beijing 100083, China;, 2007190071@cugb.edu.cn, (Z.G.);, 2007200064@cugb.edu.cn, (S.N.); Key Laboratory of Carrying Capacity Assessment for Resource and Environment, Ministry of Natural Resources, Beijing 100083, China)","He, Dayi (China University of Geosciences; School of Economics and Management, China University of Geosciences, Beijing 100083, China;, 2007190071@cugb.edu.cn, (Z.G.);, 2007200064@cugb.edu.cn, (S.N.); Ministry of Natural Resources)","Gao, Zhengjie (China University of Geosciences; School of Economics and Management, China University of Geosciences, Beijing 100083, China;, 2007190071@cugb.edu.cn, (Z.G.);, 2007200064@cugb.edu.cn, (S.N.); Ministry of Natural Resources); He, Dayi (China University of Geosciences; School of Economics and Management, China University of Geosciences, Beijing 100083, China;, 2007190071@cugb.edu.cn, (Z.G.);, 2007200064@cugb.edu.cn, (S.N.); Ministry of Natural Resources); Niu, Shuaifang (China University of Geosciences; School of Economics and Management, China University of Geosciences, Beijing 100083, China;, 2007190071@cugb.edu.cn, (Z.G.);, 2007200064@cugb.edu.cn, (S.N.); Ministry of Natural Resources)",8,8,0.33,5.19,https://www.mdpi.com/1660-4601/18/14/7290/pdf?version=1625667412,https://app.dimensions.ai/details/publication/pub.1139586189,"35 Commerce, Management, Tourism and Services; 3507 Strategy, Management and Organisational Behaviour",
2536,pub.1133424355,10.3390/ijerph17249199,33317088,PMC7764546,"Practicing Integrated Care Pathways in Norwegian Hospitals: Coordination through Industrialized Standardization, Value Chains, and Quality Management or an Organizational Equivalent to Improvised Jazz Standards","The goal of coordinating pathways for cancer patients through their diagnostic and treatment journey is often approached by borrowing strategies from traditional industries, including standardization, process redesign, and variation reduction. However, the usefulness of these strategies is sometimes limited in the face of the complexity and uncertainty that characterize these processes over time and the situation at both patient and institutional levels. We found this to be the case when we did an in-depth qualitative study of coordination processes in patient pathways for three diagnoses in four Norwegian hospitals. What allows these hospitals to accomplish coordination is supplementing standardization with improvisation. This improvisation is embedded in four types of emerging semi-formal structures: collegial communities, networks, boundary spanners, and physical proximity. The hierarchical higher administrative levels appear to have a limited ability to manage and support coordination of these emerging structures when needed. We claim that this can be explained by viewing line management as representative of an economic-administrative institutional logic while these emerging structures represent a medical-professional logic that privileges proximity to the variation and complexity in the situations. The challenge is then to find a way for emergent and formal structures to coexist.",The authors like to thank associate Bj??rn Erik M??rk and associate Trond Tjerbo for useful comments connected to the performance of the project and the development of the manuscript. We also like to thank emeritus Hans-Christian S??rhaug for inspiring discussions during our process of analysis and writing.,"This project is a part of a project funded by The Research Project of Norway, project no 272945.",International Journal of Environmental Research and Public Health,,,"Delivery of Health Care, Integrated; Hospitals; Humans; Neoplasms; Norway; Qualitative Research",44166,2020,44174,44166,17,24,9199,All OA; Gold,Article,"M??hle, Per Magnus; Hanto, Ingrid Kristine Small; Smeland, Sigbj??rn","M??hle, Per Magnus (Institute of Health and Society, Faculty of Medicine, University of Oslo, 0314 Oslo, Norway; Comprehensive Cancer Centre, Division of Cancer Medicine, Oslo University Hospital, 0450 Oslo, Norway;, insmal@ous-hf.no, (I.K.S.H.);, ssm@ous-hf.no, (S.S.)); Hanto, Ingrid Kristine Small (Comprehensive Cancer Centre, Division of Cancer Medicine, Oslo University Hospital, 0450 Oslo, Norway;, insmal@ous-hf.no, (I.K.S.H.);, ssm@ous-hf.no, (S.S.)); Smeland, Sigbj??rn (Comprehensive Cancer Centre, Division of Cancer Medicine, Oslo University Hospital, 0450 Oslo, Norway;, insmal@ous-hf.no, (I.K.S.H.);, ssm@ous-hf.no, (S.S.); Institute of Clinical Medicine, Faculty of Medicine, University of Oslo, 0318 Oslo, Norway)","M??hle, Per Magnus (University of Oslo; Oslo University Hospital)","M??hle, Per Magnus (University of Oslo; Oslo University Hospital); Hanto, Ingrid Kristine Small (Oslo University Hospital); Smeland, Sigbj??rn (Oslo University Hospital; University of Oslo)",1,0,0.17,0.4,https://www.mdpi.com/1660-4601/17/24/9199/pdf?version=1607565793,https://app.dimensions.ai/details/publication/pub.1133424355,"35 Commerce, Management, Tourism and Services; 3507 Strategy, Management and Organisational Behaviour; 42 Health Sciences; 4203 Health Services and Systems; 44 Human Society",
2513,pub.1136479324,10.1111/risa.13723,33733516,,Multihazards Scenario Generator: A NetworkÉ?êBased Simulation of Natural Disasters,"The impact of natural disasters has been increasing in recent years. Despite the developing international interest in multihazard events, few studies quantify the dynamic interactions that characterize these phenomena. It is argued that without considering the dynamic complexity of natural catastrophes, impact assessments will underestimate risk and misinform emergency management priorities. The ability to generate multihazard scenarios with impacts at a desired level is important for emergency planning and resilience assessment. This article demonstrates a framework for using graph theory and networks to generate and model the complex impacts of multihazard scenarios. First, the combination of maximal hazard footprints and exposed nodes (e.g.,?ˇinfrastructure) is used to create the hazard network. Iterative simulation of the network, defined by actual hazard magnitudes, is then used to provide the overall compounded impact from a sequence of hazards. Outputs of the method are used to study distributional ranges of multihazards impact. The 2016 Kaikèçura earthquake is used as a calibrating event to demonstrate that the method can reproduce the same scale of impacts as a real event. The cascading hazards included numerous landslides, allowing us to show that the scenario set generated includes the actual impacts that occurred during the 2016 events.","This work was supported by the Resilience to Nature&#x27;s Challenges (RNC). We would like to thank the many contributors; Chris Massey, Matthew Gardner, and Quakecore, the NZ Centre for Earthquake Resilience.",,Risk Analysis,,,,44272,2021,44272,2021-11,41,11,2154-2176,Closed,Article,"Dunant, Alexandre; Bebbington, Mark; Davies, Tim; Horton, Pascal","Dunant, Alexandre (Department of Geological Sciences, University of Canterbury, Christchurch, New Zealand); Bebbington, Mark (Institute of Fundamental Sciences, Massey University, Palmerston North, New Zealand); Davies, Tim (Department of Geological Sciences, University of Canterbury, Christchurch, New Zealand); Horton, Pascal (Institute of Geography, University of Bern, Bern, Switzerland)","Dunant, Alexandre (University of Canterbury)","Dunant, Alexandre (University of Canterbury); Bebbington, Mark (Massey University); Davies, Tim (University of Canterbury); Horton, Pascal (University of Bern)",11,9,0.77,3.85,,https://app.dimensions.ai/details/publication/pub.1136479324,"35 Commerce, Management, Tourism and Services; 40 Engineering; 4005 Civil Engineering",
2487,pub.1139246392,10.1016/j.tranpol.2021.06.018,34608363,PMC8481163,Vaccination passports: Challenges for a future of air transportation,"COVID-19 has been a major setback for air transportation; many airlines had to request for bailouts and the international flights connectivity is only restarting slowly. Accordingly, many aviation stakeholders put hopes into the ongoing process of vaccination, with the expectation that a high degree of vaccination will push the envelope for a return to normalcy. One prerequisite for reviving international air connectivity is the introduction of verification documents, also called ""vaccination passports"". These passports, however, come with several challenges which need to be overcome in order to enable recovery. In this study, we propose a framework covering five important aspects and policy challenges concerning the introduction of vaccination passports for a return of aviation, covering the topics: Competition, Epidemiology, Technology, Ethics, and Politics. Neglecting to appropriately address these challenges will likely not only delay the recovery, but possibly miss an important opportunity before new disastrous events appear on the horizon.","This study is supported by the National Natural Science Foundation of China (Grant No. 61861136005, No. 61650110516, and No. 71731001).",,Transport Policy,,,,44376,2021,44376,2021-09,110,,394-401,All OA; Hybrid,Article,"Sun, Xiaoqian; Wandelt, Sebastian; Zhang, Anming","Sun, Xiaoqian (National Key Laboratory of CNS/ATM, School of Electronic and Information Engineering, Beihang University, 100191, Beijing, China.; National Engineering Laboratory of Multi-Modal Transportation Big Data, 100191, Beijing, China.); Wandelt, Sebastian (National Key Laboratory of CNS/ATM, School of Electronic and Information Engineering, Beihang University, 100191, Beijing, China.; National Engineering Laboratory of Multi-Modal Transportation Big Data, 100191, Beijing, China.); Zhang, Anming (Sauder School of Business, University of British Columbia, Vancouver, BC, Canada.)","Wandelt, Sebastian (Beihang University; National Engineering Laboratory of Multi-Modal Transportation Big Data, 100191, Beijing, China.)","Sun, Xiaoqian (Beihang University; National Engineering Laboratory of Multi-Modal Transportation Big Data, 100191, Beijing, China.); Wandelt, Sebastian (Beihang University; National Engineering Laboratory of Multi-Modal Transportation Big Data, 100191, Beijing, China.); Zhang, Anming (University of British Columbia)",35,32,0.98,16.28,https://doi.org/10.1016/j.tranpol.2021.06.018,https://app.dimensions.ai/details/publication/pub.1139246392,"35 Commerce, Management, Tourism and Services; 3509 Transportation, Logistics and Supply Chains",
2451,pub.1136888078,10.1007/s12108-021-09480-6,33824539,PMC8016652,"Afterword: A Functional Analysis of the Crisis in American Society, 2020","In 2020, American society experienced a number of crises. They involved raced relations precipitated by the Black Lives Matter movement, the Covid 19 pandemic with its huge loss of life and rates of illness, the economic recession that accompanied the pandemic and efforts to control it, and the tensions of the national political campaign, followed by the refusal of President Trump to acknowledge his defeat. Each of these crises led to cleavages in the relationships of solidarity in the societal community subsystem of American society. The cleavages may prove to be the most enduring of the crises.",,,The American Sociologist,,,,2021-03,2021,44288,2021-03,52,1,214-242,All OA; Hybrid,Article,"Lidz, Victor","Lidz, Victor (Department of Psychiatry, Drexel University College of Medicine, 31 Independence Court, 19087, Chesterbrook, PA, USA)","Lidz, Victor (Drexel University)","Lidz, Victor (Drexel University)",1,1,0.2,,https://link.springer.com/content/pdf/10.1007/s12108-021-09480-6.pdf,https://app.dimensions.ai/details/publication/pub.1136888078,"35 Commerce, Management, Tourism and Services",
2402,pub.1143833700,10.1038/s41598-021-03282-z,34903780,PMC8668885,Development and evaluation of bidirectional LSTM freeway traffic forecasting models using simulation data,"Long short-term memory (LSTM) models provide high predictive performance through their ability to recognize longer sequences of time series data. More recently, bidirectional deep learning models (BiLSTM) have extended the LSTM capabilities by training the input data twice in forward and backward directions. In this paper, BiLSTM short term traffic forecasting models have been developed and evaluated using data from a calibrated micro-simulation model for a congested freeway in Melbourne, Australia. The simulation model was extensively calibrated and validated to a high degree of accuracy using field data collected from 55 detectors on the freeway. The base year simulation model was then used to generate loop detector data including speed, flow and occupancy which were used to develop and compare a number of LSTM models for short-term traffic prediction up to 60?ˇmin into the future. The modelling results showed that BiLSTM outperformed other predictive models for multiple prediction horizons for base year conditions. The simulation model was then adapted for future year scenarios where the traffic demand was increased by 25É??100 percent to reflect potential future increases in traffic demands. The results showed superior performance of BiLSTM for multiple prediction horizons for all traffic variables.","The first author would like to acknowledge her Ph.D. scholarship provided by the Iraqi Government and Swinburne University of Technology in Melbourne, Australia.",,Scientific Reports,,,,44543,2021,44543,,11,1,23899,All OA; Gold,Article,"Abduljabbar, Rusul L.; Dia, Hussein; Tsai, Pei-Wei","Abduljabbar, Rusul L. (Department of Civil and Construction Engineering, Swinburne University of Technology, Melbourne, Australia); Dia, Hussein (Department of Civil and Construction Engineering, Swinburne University of Technology, Melbourne, Australia); Tsai, Pei-Wei (Department of Computer Science and Software Engineering, Swinburne University of Technology, Melbourne, Australia)","Abduljabbar, Rusul L. (Swinburne University of Technology)","Abduljabbar, Rusul L. (Swinburne University of Technology); Dia, Hussein (Swinburne University of Technology); Tsai, Pei-Wei (Swinburne University of Technology)",28,28,1,11.27,https://www.nature.com/articles/s41598-021-03282-z.pdf,https://app.dimensions.ai/details/publication/pub.1143833700,"35 Commerce, Management, Tourism and Services; 3509 Transportation, Logistics and Supply Chains; 40 Engineering; 4005 Civil Engineering",
2364,pub.1143711502,10.1371/journal.pone.0259660,34879073,PMC8654236,Moving motives: How past and present strategy influence the market,"We investigate the market's reactions to serial acquirers that switch strategy. We collect data on 204 serial acquirers in four high tech industries, and use March's explore-exploit framework, to classify these firms' 1,415 acquisitions. We then distinguish, for example, exploration-based acquisitions, conducted after a series of exploitation-based acquisitions. Our results suggest that the market takes a portfolio perspective when reacting to an acquisition. In support of the ambidexterity literature, we show that the market responds positively to a switch from one type of strategy to another. Zooming in on the direction of the shift, we find that the market responds more positively to a switch towards exploration after exploitation, compared with the alternative. In so doing, we contribute to the literature on acquisition motives, by showing that prior announcements matter in explaining market reactions, and we contribute to the literature on ambidexterity, by showing that the market favours firms that oscillate between exploration and exploitation.","As part of the FINDER program this project has received funding from the European UnionÉ??s Horizon 2020 research and innovation programme under the Marie Skè?odowska-Curie grant agreement No 813095. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","As part of the FINDER program this project has received funding from the European UnionÉ??s Horizon 2020 research and innovation programme under the Marie Skè?odowska-Curie grant agreement No 813095. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.",PLOS ONE,,Camelia Delcea,"Economic Competition; Industry; Models, Economic; Ownership",44538,2021,44538,,16,12,e0259660,All OA; Gold,Article,"Aalbers, Rick H. L.; McCarthy, Killian; Huisman, Menno; Roettger, Jonas","Aalbers, Rick H. L. (Strategy and Innovation, Centre for Organization Restructuring, Radboud University Institute for Management Research, Nijmegen, The Netherlands); McCarthy, Killian (Strategy and Innovation Management, Centre for Organization Restructuring, University of Groningen Faculty of Economics and Business, Groningen, The Netherlands); Huisman, Menno (SeederDeBoer, Amsterdam, The Netherlands); Roettger, Jonas (Centre for Organization Restructuring, Radboud University Institute for Management Research, Nijmegen, The Netherlands)","Aalbers, Rick H. L. (Radboud University Nijmegen)","Aalbers, Rick H. L. (Radboud University Nijmegen); McCarthy, Killian (University of Groningen); Huisman, Menno (SeederDeBoer, Amsterdam, The Netherlands); Roettger, Jonas (Radboud University Nijmegen)",1,1,0.26,0.69,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0259660&type=printable,https://app.dimensions.ai/details/publication/pub.1143711502,"35 Commerce, Management, Tourism and Services; 3502 Banking, Finance and Investment",
2296,pub.1130825254,10.1002/ajim.23183,32926431,PMC7737298,"Envisioning the future of work to safeguard the safety, health, and wellÉ?êbeing of the workforce: A perspective from the CDC's National Institute for Occupational Safety and Health","The future of work embodies changes to the workplace, work, and workforce, which require additional occupational safety and health (OSH) stakeholder attention. Examples include workplace developments in organizational design, technological job displacement, and work arrangements; work advances in artificial intelligence, robotics, and technologies; and workforce changes in demographics, economic security, and skills. This paper presents the Centers for Disease Control and Prevention, National Institute for Occupational Safety and Health's Future of Work Initiative; suggests an integrated approach to address worker safety, health, and well-being; introduces priority topics and subtopics that confer a framework for upcoming future of work research directions and resultant practical applications; and discusses preliminary next steps. All future of work issues impact?ˇone another. Future of work transformations are contingent upon each of the standalone factors discussed in this paper and their combined effects. Occupational safety and health stakeholders are becoming more aware of the significance and necessity of these factors for the workplace, work, and workforce to flourish, merely survive, or disappear altogether as the future evolves. The future of work offers numerous opportunities, while also presenting critical but not clearly understood difficulties, exposures, and hazards. It is the responsibility of OSH researchers and other partners to understand the implications of future of work scenarios to translate effective interventions into practice for employers safeguarding the safety, health, and well-being of their workers.","ACKNOWLEDGMENTS The authors would like to express their sincere thanks to the NIOSH Future of Work Group, Emily Norton, and Sarah Mitchell. CONFLICTS OF INTEREST The authors declare that there are no conflicts of interest.",,American Journal of Industrial Medicine,,,"Forecasting; Humans; National Institute for Occupational Safety and Health, U.S.; Occupational Health; Organizational Policy; United States; Workforce; Workplace",44088,2020,44088,2020-12,63,12,1065-1084,All OA; Bronze,Article,"Tamers, Sara L.; Streit, Jessica; PanaÉ?êCryan, Rene; Ray, Tapas; Syron, Laura; Flynn, Michael A.; Castillo, Dawn; Roth, Gary; Geraci, Charles; Guerin, Rebecca; Schulte, Paul; Henn, Scott; Chang, ChiaÉ?êChia; Felknor, Sarah; Howard, John","Tamers, Sara L. (National Institute for Occupational Safety and Health, Centers for Disease Control and Prevention, Washington, District of Columbia, USA); Streit, Jessica (National Institute for Occupational Safety and Health, Centers for Disease Control and Prevention, Cincinnati, Ohio, USA); PanaÉ?êCryan, Rene (National Institute for Occupational Safety and Health, Centers for Disease Control and Prevention, Washington, District of Columbia, USA); Ray, Tapas (National Institute for Occupational Safety and Health, Centers for Disease Control and Prevention, Cincinnati, Ohio, USA); Syron, Laura (National Institute for Occupational Safety and Health, Centers for Disease Control and Prevention, Spokane, Washington, USA); Flynn, Michael A. (National Institute for Occupational Safety and Health, Centers for Disease Control and Prevention, Cincinnati, Ohio, USA); Castillo, Dawn (National Institute for Occupational Safety and Health, Centers for Disease Control and Prevention, Morgantown, West Virginia, USA); Roth, Gary (National Institute for Occupational Safety and Health, Centers for Disease Control and Prevention, Cincinnati, Ohio, USA); Geraci, Charles (National Institute for Occupational Safety and Health, Centers for Disease Control and Prevention, Cincinnati, Ohio, USA); Guerin, Rebecca (National Institute for Occupational Safety and Health, Centers for Disease Control and Prevention, Cincinnati, Ohio, USA); Schulte, Paul (National Institute for Occupational Safety and Health, Centers for Disease Control and Prevention, Cincinnati, Ohio, USA); Henn, Scott (National Institute for Occupational Safety and Health, Centers for Disease Control and Prevention, Cincinnati, Ohio, USA); Chang, ChiaÉ?êChia (National Institute for Occupational Safety and Health, Centers for Disease Control and Prevention, Washington, District of Columbia, USA); Felknor, Sarah (National Institute for Occupational Safety and Health, Centers for Disease Control and Prevention, Cincinnati, Ohio, USA); Howard, John (National Institute for Occupational Safety and Health, Centers for Disease Control and Prevention, Washington, District of Columbia, USA)","Tamers, Sara L. (National Institute for Occupational Safety and Health)","Tamers, Sara L. (National Institute for Occupational Safety and Health); Streit, Jessica (National Institute for Occupational Safety and Health); PanaÉ?êCryan, Rene (National Institute for Occupational Safety and Health); Ray, Tapas (National Institute for Occupational Safety and Health); Syron, Laura (National Institute for Occupational Safety and Health); Flynn, Michael A. (National Institute for Occupational Safety and Health); Castillo, Dawn (National Institute for Occupational Safety and Health); Roth, Gary (National Institute for Occupational Safety and Health); Geraci, Charles (National Institute for Occupational Safety and Health); Guerin, Rebecca (National Institute for Occupational Safety and Health); Schulte, Paul (National Institute for Occupational Safety and Health); Henn, Scott (National Institute for Occupational Safety and Health); Chang, ChiaÉ?êChia (National Institute for Occupational Safety and Health); Felknor, Sarah (National Institute for Occupational Safety and Health); Howard, John (National Institute for Occupational Safety and Health)",86,49,9.61,48.76,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/ajim.23183,https://app.dimensions.ai/details/publication/pub.1130825254,"35 Commerce, Management, Tourism and Services; 3505 Human Resources and Industrial Relations",
2286,pub.1154991916,10.1016/j.fsisyn.2022.100313,37398923,PMC10311174,Interpol review of digital evidence for 2019É??2022,,,,Forensic Science International Synergy,,,,44957,2023,44957,2023,6,,100313,All OA; Gold,Article,"Reedy, Paul","Reedy, Paul (Street Global, USA)",,"Reedy, Paul (Street Global, USA)",8,8,,,https://doi.org/10.1016/j.fsisyn.2022.100313,https://app.dimensions.ai/details/publication/pub.1154991916,"35 Commerce, Management, Tourism and Services; 3503 Business Systems In Context",
